freq,deg_urb,coicop,unit,geo\TIME_PERIOD	1988 	1994 	1999 	2005 	2010 	2015 	2020 
A,DEG1,CP0943,PM,NO	: 	: 	: 	: 	7 	: 	: 
A,DEG1,CP095,PM,AT	: 	: 	18 	17 	16 	11 	11 
A,DEG1,CP095,PM,BE	13 	3 	16 	16 	14 	11 	12 
A,DEG1,CP095,PM,BG	: 	: 	: 	7 	5 	4 	4 
A,DEG1,CP095,PM,CY	: 	: 	: 	11 	10 	9 	9 e
A,DEG1,CP095,PM,CZ	: 	: 	: 	15 	12 	11 	10 
A,DEG1,CP095,PM,DE	: 	27 	: 	20 	18 	17 	15 
A,DEG1,CP095,PM,DK	: 	20 	19 	14 	13 	9 	8 
A,DEG1,CP095,PM,EA	: 	: 	: 	15 u	13 i	: 	: 
A,DEG1,CP095,PM,EA12	: 	: 	: 	15 u	14 i	: 	: 
A,DEG1,CP095,PM,EA13	: 	: 	: 	15 u	14 i	: 	: 
A,DEG1,CP095,PM,EA17	: 	: 	: 	: 	14 i	: 	: 
A,DEG1,CP095,PM,EA18	: 	: 	: 	: 	13 i	: 	: 
A,DEG1,CP095,PM,EE	: 	: 	: 	8 	12 	9 	7 
A,DEG1,CP095,PM,EEA28	: 	: 	: 	14 e	13 i	: 	: 
A,DEG1,CP095,PM,EEA30_2007	: 	: 	: 	: 	13 i	: 	: 
A,DEG1,CP095,PM,EFTA	: 	: 	: 	18 u	14 u	: 	: 
A,DEG1,CP095,PM,EL	15 	: 	: 	14 	9 	8 	5 
A,DEG1,CP095,PM,ES	: 	21 	17 	14 	10 	8 	6 
A,DEG1,CP095,PM,EU15	: 	: 	: 	15 u	13 i	: 	: 
A,DEG1,CP095,PM,EU25	: 	: 	: 	14 e	13 i	: 	: 
A,DEG1,CP095,PM,EU27_2007	: 	: 	: 	14 u	13 i	: 	: 
A,DEG1,CP095,PM,FI	: 	22 	21 	19 	15 	12 	8 
A,DEG1,CP095,PM,FR	17 	: 	13 	11 	12 	10 	10 e
A,DEG1,CP095,PM,HR	: 	: 	: 	18 	13 	9 	6 
A,DEG1,CP095,PM,HU	: 	: 	: 	17 	12 	7 	7 
A,DEG1,CP095,PM,IE	: 	: 	17 	: 	13 	8 	7 
A,DEG1,CP095,PM,IT	23 	22 	15 	: 	10 	9 	8 
A,DEG1,CP095,PM,LT	: 	: 	: 	10 	7 	8 	4 
A,DEG1,CP095,PM,LU	17 	: 	13 	9 	8 	7 	7 
A,DEG1,CP095,PM,LV	: 	: 	: 	11 	11 	9 	6 
A,DEG1,CP095,PM,MT	: 	: 	: 	: 	12 	12 	12 e
A,DEG1,CP095,PM,NL	: 	: 	: 	: 	16 	11 	11 
A,DEG1,CP095,PM,NO	: 	: 	: 	18 	14 	10 	7 
A,DEG1,CP095,PM,PL	: 	: 	: 	13 	11 	8 	7 
A,DEG1,CP095,PM,PT	10 	10 	12 	11 	16 	10 	: 
A,DEG1,CP095,PM,RO	: 	: 	: 	: 	: 	6 	: 
A,DEG1,CP095,PM,SE	: 	17 	21 	13 	12 	9 	: 
A,DEG1,CP095,PM,SI	: 	: 	: 	14 	13 	13 	12 
A,DEG1,CP095,PM,SK	: 	: 	: 	12 	10 	6 	5 
A,DEG1,CP095,PM,UK	25 	20 	17 	14 	13 	11 	: 
A,DEG1,CP095,PM,XK	: 	: 	: 	: 	: 	1 	: 
A,DEG1,CP0951,PM,EEA28	: 	: 	: 	: 	5 u	: 	: 
A,DEG1,CP0951,PM,EEA30_2007	: 	: 	: 	: 	5 u	: 	: 
A,DEG1,CP0951,PM,EFTA	: 	: 	: 	: 	5 u	: 	: 
A,DEG1,CP0951,PM,NO	: 	: 	: 	: 	5 	: 	: 
A,DEG1,CP0952,PM,EEA28	: 	: 	: 	: 	7 u	: 	: 
A,DEG1,CP0952,PM,EEA30_2007	: 	: 	: 	: 	7 u	: 	: 
A,DEG1,CP0952,PM,EFTA	: 	: 	: 	: 	7 u	: 	: 
A,DEG1,CP0952,PM,NO	: 	: 	: 	: 	7 	: 	: 
A,DEG1,CP0953,PM,EEA28	: 	: 	: 	: 	1 u	: 	: 
A,DEG1,CP0953,PM,EEA30_2007	: 	: 	: 	: 	1 u	: 	: 
A,DEG1,CP0953,PM,EFTA	: 	: 	: 	: 	1 u	: 	: 
A,DEG1,CP0953,PM,NO	: 	: 	: 	: 	1 	: 	: 
A,DEG1,CP0954,PM,EEA28	: 	: 	: 	: 	1 u	: 	: 
A,DEG1,CP0954,PM,EEA30_2007	: 	: 	: 	: 	1 u	: 	: 
A,DEG1,CP0954,PM,EFTA	: 	: 	: 	: 	1 u	: 	: 
A,DEG1,CP0954,PM,NO	: 	: 	: 	: 	1 	: 	: 
A,DEG1,CP096,PM,AT	: 	: 	52 	52 	54 	60 	75 
A,DEG1,CP096,PM,BE	27 	0 	33 	22 	22 	24 	8 
A,DEG1,CP096,PM,BG	: 	: 	: 	5 	6 	21 	29 
A,DEG1,CP096,PM,CY	: 	: 	: 	8 	7 	5 	5 e
A,DEG1,CP096,PM,CZ	: 	: 	: 	27 	27 	28 	18 
A,DEG1,CP096,PM,DE	: 	18 	: 	28 	28 	26 	31 
A,DEG1,CP096,PM,DK	: 	16 	16 	15 	0 	17 	22 
A,DEG1,CP096,PM,EA	: 	: 	: 	15 u	15 i	: 	: 
A,DEG1,CP096,PM,EA12	: 	: 	: 	15 u	15 i	: 	: 
A,DEG1,CP096,PM,EA13	: 	: 	: 	15 u	15 i	: 	: 
A,DEG1,CP096,PM,EA17	: 	: 	: 	: 	15 i	: 	: 
A,DEG1,CP096,PM,EA18	: 	: 	: 	: 	15 i	: 	: 
A,DEG1,CP096,PM,EE	: 	: 	: 	6 	16 	24 	16 
A,DEG1,CP096,PM,EEA28	: 	: 	: 	18 e	19 i	: 	: 
A,DEG1,CP096,PM,EEA30_2007	: 	: 	: 	: 	18 i	: 	: 
A,DEG1,CP096,PM,EFTA	: 	: 	: 	22 u	25 u	: 	: 
A,DEG1,CP096,PM,EL	3 	: 	: 	3 	3 	2 	1 
A,DEG1,CP096,PM,ES	: 	6 	9 	12 	16 	14 	4 
A,DEG1,CP096,PM,EU15	: 	: 	: 	18 u	18 i	: 	: 
A,DEG1,CP096,PM,EU25	: 	: 	: 	18 e	19 i	: 	: 
A,DEG1,CP096,PM,EU27_2007	: 	: 	: 	18 u	18 i	: 	: 
A,DEG1,CP096,PM,FI	: 	13 	14 	20 	13 	17 	10 
A,DEG1,CP096,PM,FR	5 	: 	8 	: 	0 	0 	0 e
A,DEG1,CP096,PM,HR	: 	: 	: 	5 	4 	6 	5 
A,DEG1,CP096,PM,HU	: 	: 	: 	30 	24 	20 	9 
A,DEG1,CP096,PM,IE	: 	: 	23 	: 	1 	10 	14 
A,DEG1,CP096,PM,IT	4 	3 	11 	: 	8 	7 	5 
A,DEG1,CP096,PM,LT	: 	: 	: 	3 	5 	5 	5 
A,DEG1,CP096,PM,LU	4 	: 	19 	17 	18 	18 	8 
A,DEG1,CP096,PM,LV	: 	: 	: 	6 	12 	14 	13 
A,DEG1,CP096,PM,MT	: 	: 	: 	: 	16 	15 	15 e
A,DEG1,CP096,PM,NL	: 	: 	: 	: 	29 	13 	3 
A,DEG1,CP096,PM,NO	: 	: 	: 	22 	25 	21 	5 
A,DEG1,CP096,PM,PL	: 	: 	: 	14 	19 	22 	8 
A,DEG1,CP096,PM,PT	3 	4 	7 	9 	7 	6 	: 
A,DEG1,CP096,PM,RO	: 	: 	: 	: 	: 	9 	: 
A,DEG1,CP096,PM,SE	: 	38 	44 	51 	59 	61 	: 
A,DEG1,CP096,PM,SI	: 	: 	: 	39 	29 	11 	17 
A,DEG1,CP096,PM,SK	: 	: 	: 	21 	31 	20 	13 
A,DEG1,CP096,PM,UK	43 	24 	36 	29 	29 	45 	: 
A,DEG1,CP096,PM,XK	: 	: 	: 	: 	: 	0 	: 
A,DEG1,CP10,PM,AT	: 	: 	3 	10 u	13 	17 	17 
A,DEG1,CP10,PM,BE	3 	5 	5 	5 u	5 	6 	5 
A,DEG1,CP10,PM,BG	: 	: 	: 	6 u	4 	6 	4 
A,DEG1,CP10,PM,CY	: 	: 	: 	45 u	35 	44 	44 e
A,DEG1,CP10,PM,CZ	: 	: 	: 	6 u	10 	7 	13 
A,DEG1,CP10,PM,DE	: 	1 	: 	9 u	9 	9 	11 
A,DEG1,CP10,PM,DK	: 	6 	5 	6 u	6 	5 	7 
A,DEG1,CP10,PM,EA	: 	: 	: 	9 u	10 i	: 	: 
A,DEG1,CP10,PM,EA12	: 	: 	: 	9 u	10 i	: 	: 
A,DEG1,CP10,PM,EA13	: 	: 	: 	9 u	10 i	: 	: 
A,DEG1,CP10,PM,EA17	: 	: 	: 	: 	10 i	: 	: 
A,DEG1,CP10,PM,EA18	: 	: 	: 	: 	10 i	: 	: 
A,DEG1,CP10,PM,EA20	: 	: 	: 	: 	: 	: 	12 
A,DEG1,CP10,PM,EE	: 	: 	: 	19 u	15 	15 	9 
A,DEG1,CP10,PM,EEA28	: 	: 	: 	10 u	12 i	: 	: 
A,DEG1,CP10,PM,EEA30_2007	: 	: 	: 	: 	12 i	: 	: 
A,DEG1,CP10,PM,EFTA	: 	: 	: 	4 u	3 u	: 	: 
A,DEG1,CP10,PM,EL	22 	: 	: 	26 u	29 	33 	32 
A,DEG1,CP10,PM,ES	: 	15 	18 	14 u	13 	16 	19 
A,DEG1,CP10,PM,EU15	: 	: 	: 	10 u	12 i	: 	: 
A,DEG1,CP10,PM,EU25	: 	: 	: 	10 u	12 i	: 	: 
A,DEG1,CP10,PM,EU27_2007	: 	: 	: 	10 u	12 i	: 	: 
A,DEG1,CP10,PM,EU27_2020	: 	: 	: 	: 	: 	10 	11 e
A,DEG1,CP10,PM,FI	: 	2 	2 	3 u	2 	2 	5 
A,DEG1,CP10,PM,FR	6 	: 	5 	4 u	7 	8 	8 e
A,DEG1,CP10,PM,HR	: 	: 	: 	7 u	8 	11 	7 
A,DEG1,CP10,PM,HU	: 	: 	: 	9 u	7 	7 	7 
A,DEG1,CP10,PM,IE	: 	: 	13 	: 	24 	30 	17 
A,DEG1,CP10,PM,IT	4 	6 	9 	7 	8 	6 	7 
A,DEG1,CP10,PM,LT	: 	: 	: 	15 u	4 	6 	7 
A,DEG1,CP10,PM,LU	14 	: 	1 	4 u	4 	13 	6 
A,DEG1,CP10,PM,LV	: 	: 	: 	16 u	18 	13 	12 
A,DEG1,CP10,PM,MT	: 	: 	: 	: 	18 	28 	28 e
A,DEG1,CP10,PM,NL	: 	: 	: 	: 	12 	15 	13 
A,DEG1,CP10,PM,NO	: 	: 	: 	4 u	3 	3 	7 
A,DEG1,CP10,PM,PL	: 	: 	: 	16 u	14 	11 	12 
A,DEG1,CP10,PM,PT	9 	17 	16 	23 u	27 	27 	18 
A,DEG1,CP10,PM,RO	: 	: 	: 	: 	: 	4 	3 
A,DEG1,CP10,PM,SE	: 	2 	3 	0 u	0 	5 	: 
A,DEG1,CP10,PM,SI	: 	: 	: 	10 u	9 	9 	9 
A,DEG1,CP10,PM,SK	: 	: 	: 	12 u	4 	8 	4 
A,DEG1,CP10,PM,UK	13 	12 	14 	14 u	23 	16 	: 
A,DEG1,CP10,PM,XK	: 	: 	: 	: 	: 	5 	: 
A,DEG1,CP101,PM,AT	: 	: 	0 	2 u	2 	4 	5 
A,DEG1,CP101,PM,BE	0 	0 	: 	: 	0 	0 	0 
A,DEG1,CP101,PM,BG	: 	: 	: 	0 u	0 	1 	1 
A,DEG1,CP101,PM,CY	: 	: 	: 	6 u	6 	7 	7 e
A,DEG1,CP101,PM,CZ	: 	: 	: 	: 	1 	2 	3 
A,DEG1,CP101,PM,DE	: 	0 	: 	: 	0 	2 	4 
A,DEG1,CP101,PM,DK	: 	2 	: 	: 	0 	2 	3 
A,DEG1,CP101,PM,EA	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP101,PM,EA12	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP101,PM,EA13	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP101,PM,EA17	: 	: 	: 	: 	2 i	: 	: 
A,DEG1,CP101,PM,EA18	: 	: 	: 	: 	2 i	: 	: 
A,DEG1,CP101,PM,EE	: 	: 	: 	: 	0 	9 	4 
A,DEG1,CP101,PM,EEA28	: 	: 	: 	2 u	3 i	: 	: 
A,DEG1,CP101,PM,EEA30_2007	: 	: 	: 	: 	2 u	: 	: 
A,DEG1,CP101,PM,EFTA	: 	: 	: 	0 u	: 	: 	: 
A,DEG1,CP101,PM,EL	0 	: 	: 	6 u	7 	8 	9 
A,DEG1,CP101,PM,ES	: 	6 	4 	4 u	4 	5 	5 
A,DEG1,CP101,PM,EU15	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP101,PM,EU25	: 	: 	: 	2 u	3 i	: 	: 
A,DEG1,CP101,PM,EU27_2007	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP101,PM,FI	: 	0 	0 	: 	0 	0 	3 
A,DEG1,CP101,PM,FR	0 	: 	1 	0 u	1 	1 	1 e
A,DEG1,CP101,PM,HR	: 	: 	: 	1 u	1 	3 	2 
A,DEG1,CP101,PM,HU	: 	: 	: 	2 u	1 	1 	1 
A,DEG1,CP101,PM,IE	: 	: 	1 	: 	2 	2 	2 
A,DEG1,CP101,PM,IT	0 	0 	: 	0 	0 	1 	1 
A,DEG1,CP101,PM,LT	: 	: 	: 	4 u	2 	3 	4 
A,DEG1,CP101,PM,LU	0 	: 	: 	1 u	1 	3 	1 
A,DEG1,CP101,PM,LV	: 	: 	: 	3 u	5 	3 	4 
A,DEG1,CP101,PM,MT	: 	: 	: 	: 	4 	5 	5 e
A,DEG1,CP101,PM,NL	: 	: 	: 	: 	12 	1 	0 
A,DEG1,CP101,PM,NO	: 	: 	: 	0 u	: 	0 	: 
A,DEG1,CP101,PM,PL	: 	: 	: 	: 	6 	5 	8 
A,DEG1,CP101,PM,PT	3 	4 	3 	10 u	12 	9 	: 
A,DEG1,CP101,PM,RO	: 	: 	: 	: 	: 	1 	: 
A,DEG1,CP101,PM,SE	: 	0 	0 	: 	0 	0 	: 
A,DEG1,CP101,PM,SI	: 	: 	: 	4 u	4 	3 	3 
A,DEG1,CP101,PM,SK	: 	: 	: 	1 u	1 	2 	2 
A,DEG1,CP101,PM,UK	0 	: 	3 	2 u	4 	1 	: 
A,DEG1,CP101,PM,XK	: 	: 	: 	: 	: 	0 	: 
A,DEG1,CP102,PM,AT	: 	: 	0 	0 u	1 	2 	2 
A,DEG1,CP102,PM,BE	0 	0 	: 	: 	0 	0 	0 
A,DEG1,CP102,PM,BG	: 	: 	: 	1 u	0 	1 	0 
A,DEG1,CP102,PM,CY	: 	: 	: 	12 u	11 	10 	10 e
A,DEG1,CP102,PM,CZ	: 	: 	: 	: 	1 	1 	1 
A,DEG1,CP102,PM,DE	: 	0 	: 	: 	0 	0 	0 
A,DEG1,CP102,PM,DK	: 	1 	3 	3 u	4 	1 	1 
A,DEG1,CP102,PM,EA	: 	: 	: 	2 u	1 i	: 	: 
A,DEG1,CP102,PM,EA12	: 	: 	: 	2 u	1 u	: 	: 
A,DEG1,CP102,PM,EA13	: 	: 	: 	2 u	1 u	: 	: 
A,DEG1,CP102,PM,EA17	: 	: 	: 	: 	1 u	: 	: 
A,DEG1,CP102,PM,EA18	: 	: 	: 	: 	1 i	: 	: 
A,DEG1,CP102,PM,EE	: 	: 	: 	1 u	0 	0 	0 
A,DEG1,CP102,PM,EEA28	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP102,PM,EEA30_2007	: 	: 	: 	: 	2 u	: 	: 
A,DEG1,CP102,PM,EFTA	: 	: 	: 	0 u	: 	: 	: 
A,DEG1,CP102,PM,EL	0 	: 	: 	14 u	14 	15 	13 
A,DEG1,CP102,PM,ES	: 	2 	2 	3 u	2 	3 	4 
A,DEG1,CP102,PM,EU15	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP102,PM,EU25	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP102,PM,EU27_2007	: 	: 	: 	2 u	2 u	: 	: 
A,DEG1,CP102,PM,FI	: 	0 	0 	0 u	0 	0 	0 
A,DEG1,CP102,PM,FR	0 	: 	1 	2 u	1 	1 	1 e
A,DEG1,CP102,PM,HR	: 	: 	: 	1 u	0 	0 	1 
A,DEG1,CP102,PM,HU	: 	: 	: 	1 u	1 	0 	1 
A,DEG1,CP102,PM,IE	: 	: 	3 	: 	6 	4 	2 
A,DEG1,CP102,PM,IT	0 	0 	: 	0 	0 	1 	1 
A,DEG1,CP102,PM,LT	: 	: 	: 	0 u	0 	0 	1 
A,DEG1,CP102,PM,LU	0 	: 	: 	1 u	1 	3 	3 
A,DEG1,CP102,PM,LV	: 	: 	: 	1 u	0 	1 	1 
A,DEG1,CP102,PM,MT	: 	: 	: 	: 	5 	6 	6 e
A,DEG1,CP102,PM,NL	: 	: 	: 	: 	: 	1 	0 
A,DEG1,CP102,PM,NO	: 	: 	: 	0 u	: 	0 	: 
A,DEG1,CP102,PM,PL	: 	: 	: 	: 	1 	1 	1 
A,DEG1,CP102,PM,PT	1 	1 	4 	3 u	2 	3 	: 
A,DEG1,CP102,PM,RO	: 	: 	: 	: 	: 	0 	: 
A,DEG1,CP102,PM,SE	: 	0 	: 	: 	0 	5 	: 
A,DEG1,CP102,PM,SI	: 	: 	: 	: 	0 	2 	2 
A,DEG1,CP102,PM,SK	: 	: 	: 	1 u	1 	1 	0 
A,DEG1,CP102,PM,UK	0 	: 	3 	3 u	4 	3 	: 
A,DEG1,CP102,PM,XK	: 	: 	: 	: 	: 	0 	: 
A,DEG1,CP103,PM,AT	: 	: 	0 	0 u	1 	1 	1 
A,DEG1,CP103,PM,BE	0 	0 	: 	: 	0 	0 	0 
A,DEG1,CP103,PM,BG	: 	: 	: 	0 u	0 	0 	0 
A,DEG1,CP103,PM,CY	: 	: 	: 	: 	0 	1 	1 e
A,DEG1,CP103,PM,CZ	: 	: 	: 	: 	0 	0 	0 
A,DEG1,CP103,PM,DE	: 	0 	: 	: 	0 	0 	0 
A,DEG1,CP103,PM,DK	: 	1 	: 	: 	0 	0 	0 
A,DEG1,CP103,PM,EA	: 	: 	: 	1 u	0 i	: 	: 
A,DEG1,CP103,PM,EA12	: 	: 	: 	1 u	0 u	: 	: 
A,DEG1,CP103,PM,EA13	: 	: 	: 	1 u	0 u	: 	: 
A,DEG1,CP103,PM,EA17	: 	: 	: 	: 	0 u	: 	: 
A,DEG1,CP103,PM,EA18	: 	: 	: 	: 	0 i	: 	: 
A,DEG1,CP103,PM,EE	: 	: 	: 	: 	1 	0 	0 
A,DEG1,CP103,PM,EEA28	: 	: 	: 	1 u	0 i	: 	: 
A,DEG1,CP103,PM,EEA30_2007	: 	: 	: 	: 	0 u	: 	: 
A,DEG1,CP103,PM,EL	0 	: 	: 	1 u	2 	2 	1 
A,DEG1,CP103,PM,ES	: 	2 	2 	4 u	0 	0 	0 
A,DEG1,CP103,PM,EU15	: 	: 	: 	1 u	0 i	: 	: 
A,DEG1,CP103,PM,EU25	: 	: 	: 	1 u	0 i	: 	: 
A,DEG1,CP103,PM,EU27_2007	: 	: 	: 	1 u	0 u	: 	: 
A,DEG1,CP103,PM,FI	: 	0 	0 	: 	0 	0 	0 
A,DEG1,CP103,PM,FR	0 	: 	: 	: 	0 	0 	0 e
A,DEG1,CP103,PM,HR	: 	: 	: 	: 	0 	0 	0 
A,DEG1,CP103,PM,HU	: 	: 	: 	0 u	0 	0 	0 
A,DEG1,CP103,PM,IE	: 	: 	4 	: 	0 	0 	0 
A,DEG1,CP103,PM,IT	0 	0 	: 	0 	0 	0 	0 
A,DEG1,CP103,PM,LT	: 	: 	: 	: 	0 	0 	0 
A,DEG1,CP103,PM,LU	0 	: 	: 	0 u	0 	4 	0 
A,DEG1,CP103,PM,LV	: 	: 	: 	: 	0 	0 	0 
A,DEG1,CP103,PM,MT	: 	: 	: 	: 	2 	3 	3 e
A,DEG1,CP103,PM,NL	: 	: 	: 	: 	: 	0 	0 
A,DEG1,CP103,PM,NO	: 	: 	: 	: 	: 	0 	: 
A,DEG1,CP103,PM,PL	: 	: 	: 	: 	0 	0 	0 
A,DEG1,CP103,PM,PT	1 	1 	0 	: 	0 	0 	: 
A,DEG1,CP103,PM,RO	: 	: 	: 	: 	: 	0 	: 
A,DEG1,CP103,PM,SE	: 	0 	1 	0 u	0 	0 	: 
A,DEG1,CP103,PM,SI	: 	: 	: 	3 u	3 	0 	0 
A,DEG1,CP103,PM,SK	: 	: 	: 	2 u	0 	0 	0 
A,DEG1,CP103,PM,UK	0 	: 	3 	1 u	1 	1 	: 
A,DEG1,CP103,PM,XK	: 	: 	: 	: 	: 	0 	: 
A,DEG1,CP104,PM,AT	: 	: 	0 	2 u	1 	4 	3 
A,DEG1,CP104,PM,BE	0 	0 	5 	: 	0 	0 	0 
A,DEG1,CP104,PM,BG	: 	: 	: 	3 u	2 	2 	2 
A,DEG1,CP104,PM,CY	: 	: 	: 	26 u	16 	26 	26 e
A,DEG1,CP104,PM,CZ	: 	: 	: 	: 	4 	2 	2 
A,DEG1,CP104,PM,DE	: 	0 	: 	: 	0 	0 	0 
A,DEG1,CP104,PM,DK	: 	1 	0 	1 u	0 	1 	2 
A,DEG1,CP104,PM,EA	: 	: 	: 	1 u	4 i	: 	: 
A,DEG1,CP104,PM,EA12	: 	: 	: 	1 u	4 u	: 	: 
A,DEG1,CP104,PM,EA13	: 	: 	: 	1 u	4 u	: 	: 
A,DEG1,CP104,PM,EA17	: 	: 	: 	: 	4 u	: 	: 
A,DEG1,CP104,PM,EA18	: 	: 	: 	: 	4 i	: 	: 
A,DEG1,CP104,PM,EE	: 	: 	: 	12 u	8 	2 	2 
A,DEG1,CP104,PM,EEA28	: 	: 	: 	2 u	5 i	: 	: 
A,DEG1,CP104,PM,EEA30_2007	: 	: 	: 	: 	5 u	: 	: 
A,DEG1,CP104,PM,EFTA	: 	: 	: 	2 u	: 	: 	: 
A,DEG1,CP104,PM,EL	0 	: 	: 	1 u	3 	3 	4 
A,DEG1,CP104,PM,ES	: 	1 	5 	: 	4 	6 	7 
A,DEG1,CP104,PM,EU15	: 	: 	: 	2 u	5 i	: 	: 
A,DEG1,CP104,PM,EU25	: 	: 	: 	2 u	5 i	: 	: 
A,DEG1,CP104,PM,EU27_2007	: 	: 	: 	2 u	5 u	: 	: 
A,DEG1,CP104,PM,FI	: 	0 	0 	0 u	0 	1 	1 
A,DEG1,CP104,PM,FR	0 	: 	2 	1 u	4 	5 	5 e
A,DEG1,CP104,PM,HR	: 	: 	: 	5 u	4 	5 	3 
A,DEG1,CP104,PM,HU	: 	: 	: 	3 u	3 	2 	2 
A,DEG1,CP104,PM,IE	: 	: 	5 	: 	13 	22 	11 
A,DEG1,CP104,PM,IT	0 	0 	: 	7 	7 	3 	4 
A,DEG1,CP104,PM,LT	: 	: 	: 	9 u	1 	3 	1 
A,DEG1,CP104,PM,LU	0 	: 	: 	1 u	1 	1 	1 
A,DEG1,CP104,PM,LV	: 	: 	: 	11 u	12 	7 	5 
A,DEG1,CP104,PM,MT	: 	: 	: 	: 	3 	7 	7 e
A,DEG1,CP104,PM,NL	: 	: 	: 	: 	: 	11 	10 
A,DEG1,CP104,PM,NO	: 	: 	: 	2 u	: 	1 	: 
A,DEG1,CP104,PM,PL	: 	: 	: 	: 	4 	2 	1 
A,DEG1,CP104,PM,PT	1 	7 	8 	8 u	9 	10 	: 
A,DEG1,CP104,PM,RO	: 	: 	: 	: 	: 	1 	: 
A,DEG1,CP104,PM,SE	: 	0 	3 	: 	0 	0 	: 
A,DEG1,CP104,PM,SI	: 	: 	: 	: 	0 	3 	3 
A,DEG1,CP104,PM,SK	: 	: 	: 	3 u	1 	4 	0 
A,DEG1,CP104,PM,UK	0 	: 	3 	6 u	13 	10 	: 
A,DEG1,CP104,PM,XK	: 	: 	: 	: 	: 	1 	: 
A,DEG1,CP105,PM,AT	: 	: 	2 	4 u	8 	7 	6 
A,DEG1,CP105,PM,BE	3 	5 	: 	5 u	5 	6 	5 
A,DEG1,CP105,PM,BG	: 	: 	: 	2 u	1 	2 	1 
A,DEG1,CP105,PM,CY	: 	: 	: 	1 u	1 	1 	1 e
A,DEG1,CP105,PM,CZ	: 	: 	: 	: 	3 	3 	6 
A,DEG1,CP105,PM,DE	: 	1 	: 	: 	2 	2 	2 
A,DEG1,CP105,PM,DK	: 	2 	2 	2 u	2 	1 	1 
A,DEG1,CP105,PM,EA	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP105,PM,EA12	: 	: 	: 	1 u	2 u	: 	: 
A,DEG1,CP105,PM,EA13	: 	: 	: 	2 u	2 u	: 	: 
A,DEG1,CP105,PM,EA17	: 	: 	: 	: 	2 u	: 	: 
A,DEG1,CP105,PM,EA18	: 	: 	: 	: 	2 i	: 	: 
A,DEG1,CP105,PM,EE	: 	: 	: 	6 u	6 	4 	3 
A,DEG1,CP105,PM,EEA28	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP105,PM,EEA30_2007	: 	: 	: 	: 	2 u	: 	: 
A,DEG1,CP105,PM,EFTA	: 	: 	: 	1 u	: 	: 	: 
A,DEG1,CP105,PM,EL	22 	: 	: 	3 u	3 	4 	5 
A,DEG1,CP105,PM,ES	: 	5 	5 	4 u	2 	3 	3 
A,DEG1,CP105,PM,EU15	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP105,PM,EU25	: 	: 	: 	2 u	2 i	: 	: 
A,DEG1,CP105,PM,EU27_2007	: 	: 	: 	2 u	2 u	: 	: 
A,DEG1,CP105,PM,FI	: 	2 	0 	2 u	1 	1 	1 
A,DEG1,CP105,PM,FR	6 	: 	1 	1 u	1 	1 	1 e
A,DEG1,CP105,PM,HR	: 	: 	: 	1 u	2 	1 	1 
A,DEG1,CP105,PM,HU	: 	: 	: 	3 u	2 	3 	3 
A,DEG1,CP105,PM,IE	: 	: 	: 	: 	3 	2 	3 
A,DEG1,CP105,PM,IT	4 	6 	9 	1 	1 	1 	1 
A,DEG1,CP105,PM,LT	: 	: 	: 	2 u	1 	0 	1 
A,DEG1,CP105,PM,LU	14 	: 	1 	1 u	1 	3 	1 
A,DEG1,CP105,PM,LV	: 	: 	: 	2 u	1 	2 	3 
A,DEG1,CP105,PM,MT	: 	: 	: 	: 	4 	6 	6 e
A,DEG1,CP105,PM,NL	: 	: 	: 	: 	12 	3 	3 
A,DEG1,CP105,PM,NO	: 	: 	: 	1 u	: 	1 	: 
A,DEG1,CP105,PM,PL	: 	: 	: 	: 	3 	3 	3 
A,DEG1,CP105,PM,PT	2 	3 	1 	2 u	3 	5 	: 
A,DEG1,CP105,PM,RO	: 	: 	: 	: 	: 	1 	: 
A,DEG1,CP105,PM,SE	: 	0 	: 	: 	0 	0 	: 
A,DEG1,CP105,PM,SI	: 	: 	: 	3 u	1 	1 	1 
A,DEG1,CP105,PM,SK	: 	: 	: 	4 u	1 	1 	2 
A,DEG1,CP105,PM,UK	13 	: 	3 	2 u	1 	1 	: 
A,DEG1,CP105,PM,XK	: 	: 	: 	: 	: 	2 	: 
A,DEG1,CP11,PM,AT	: 	: 	64 	61 	61 	79 	65 
A,DEG1,CP11,PM,BE	44 	62 	62 	63 	67 	64 	50 
A,DEG1,CP11,PM,BG	: 	: 	: 	39 	45 	52 	55 
A,DEG1,CP11,PM,CY	: 	: 	: 	87 	89 	91 	91 e
A,DEG1,CP11,PM,CZ	: 	: 	: 	53 	52 	61 	64 
A,DEG1,CP11,PM,DE	69 	66 	: 	46 	51 	56 	66 
A,DEG1,CP11,PM,DK	: 	42 	45 	53 	62 	63 	56 
